epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2445.83,0.46855,0.40217,1.15116,0.97019,0.95951,0.98017,0.85577,0.65285,0.39551,1.18219,0.0010989,0.0010989,0.0010989
16,2585.56,0.45094,0.38404,1.11635,0.96497,0.95716,0.98076,0.86806,0.60985,0.39993,1.18025,0.00107532,0.00107532,0.00107532
17,2724.11,0.43542,0.37018,1.12713,0.94489,0.98359,0.97994,0.87771,0.68356,0.41874,1.19626,0.00105174,0.00105174,0.00105174
18,2863.66,0.44559,0.39663,1.14623,0.93972,0.9599,0.97841,0.8534,0.67227,0.42386,1.18302,0.00102817,0.00102817,0.00102817
19,3003.21,0.42694,0.36431,1.1014,0.94829,0.95649,0.97498,0.86293,0.66567,0.40768,1.18143,0.00100459,0.00100459,0.00100459
20,3142.96,0.41661,0.37308,1.12672,0.96238,0.96567,0.97694,0.86923,0.62971,0.39045,1.16969,0.000981008,0.000981008,0.000981008
21,3282.84,0.434,0.38817,1.14988,0.96095,0.972,0.98657,0.86108,0.70332,0.40326,1.21612,0.00095743,0.00095743,0.00095743
22,3423.08,0.43083,0.37447,1.12799,0.90732,0.9693,0.97137,0.87241,0.62505,0.42786,1.15485,0.000933851,0.000933851,0.000933851
23,3562.32,0.4305,0.37212,1.13468,0.9035,0.98752,0.97301,0.86883,0.64628,0.42727,1.14133,0.000910273,0.000910273,0.000910273
24,3702.88,0.42537,0.36139,1.12344,0.94551,0.97416,0.97994,0.8648,0.63429,0.40374,1.15625,0.000886694,0.000886694,0.000886694
25,3842.86,0.39757,0.34242,1.09707,0.92674,0.98957,0.98864,0.88482,0.62943,0.38331,1.14906,0.000863116,0.000863116,0.000863116
26,3983.15,0.40509,0.35442,1.10734,0.9507,0.97046,0.98849,0.87765,0.66529,0.38193,1.1713,0.000839537,0.000839537,0.000839537
27,4123.75,0.3971,0.33384,1.11032,0.94415,0.98561,0.98901,0.89517,0.63514,0.38429,1.17977,0.000815959,0.000815959,0.000815959
28,4263.72,0.38776,0.325,1.11115,0.97078,0.97123,0.98864,0.87687,0.64031,0.39364,1.16621,0.00079238,0.00079238,0.00079238
29,4403.16,0.38971,0.3284,1.11799,0.96788,0.97005,0.98509,0.87981,0.58302,0.36419,1.13371,0.000768802,0.000768802,0.000768802
30,4601.2,0.38639,0.33385,1.10753,0.95874,0.96542,0.97857,0.87273,0.60636,0.38154,1.14759,0.000745223,0.000745223,0.000745223
31,4807.89,0.38718,0.32548,1.1235,0.95443,0.96646,0.97828,0.86249,0.60228,0.38514,1.13118,0.000721645,0.000721645,0.000721645
32,5050.98,0.39502,0.33909,1.1036,0.9557,0.96009,0.9795,0.87958,0.5846,0.4024,1.11541,0.000698066,0.000698066,0.000698066
33,5294.03,0.38414,0.33778,1.09787,0.93701,0.98135,0.98198,0.88179,0.6167,0.38671,1.14185,0.000674488,0.000674488,0.000674488
34,5465.89,0.3775,0.31757,1.08138,0.93061,0.98729,0.98064,0.87769,0.65051,0.39731,1.17741,0.000650909,0.000650909,0.000650909
35,5605.07,0.37463,0.3249,1.10686,0.96768,0.97185,0.97979,0.86538,0.65477,0.37965,1.17819,0.000627331,0.000627331,0.000627331
36,5744.83,0.38874,0.33277,1.10527,0.93444,0.98739,0.97864,0.8801,0.66171,0.39484,1.18362,0.000603752,0.000603752,0.000603752
37,5885.23,0.3721,0.33562,1.10368,0.94083,0.97795,0.96734,0.86261,0.61932,0.40396,1.15056,0.000580174,0.000580174,0.000580174
