epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
25,315.561,0.54958,0.47625,1.21374,0.02109,0.95072,0.96641,0.96826,0.86757,0.48972,0.4282,1.11511,0.01624,0.00125923,0.00125923,0.00125923
26,327.779,0.56737,0.47327,1.20022,0.02395,0.93674,0.97527,0.96799,0.86593,0.47782,0.39321,1.09833,0.01764,0.00125216,0.00125216,0.00125216
27,340.987,0.57588,0.47832,1.20561,0.02269,0.94376,0.97197,0.96999,0.87453,0.47539,0.38824,1.09335,0.02042,0.00124509,0.00124509,0.00124509
28,354.452,0.54888,0.45978,1.19041,0.0214,0.95185,0.9849,0.96887,0.87426,0.46683,0.37719,1.09256,0.01617,0.00123801,0.00123801,0.00123801
29,368.191,0.54501,0.45766,1.20307,0.01997,0.95156,0.97932,0.97067,0.87809,0.46854,0.37459,1.09492,0.01643,0.00123094,0.00123094,0.00123094
30,381.567,0.54137,0.45274,1.20516,0.02359,0.93393,0.99309,0.98241,0.86552,0.46905,0.39513,1.09044,0.0154,0.00122387,0.00122387,0.00122387
31,394.557,0.53643,0.44615,1.18277,0.02194,0.94507,0.97584,0.9749,0.86904,0.48285,0.4141,1.09646,0.01958,0.00121679,0.00121679,0.00121679
32,408.305,0.55926,0.46947,1.20156,0.02498,0.93767,0.98171,0.95853,0.83787,0.48482,0.40645,1.08105,0.02031,0.00120972,0.00120972,0.00120972
33,421.903,0.55915,0.44991,1.19043,0.02339,0.93457,0.97272,0.96921,0.85862,0.47417,0.41247,1.07043,0.01953,0.00120265,0.00120265,0.00120265
34,436.944,0.53025,0.43505,1.15427,0.02296,0.92562,0.98235,0.97819,0.87433,0.45636,0.37997,1.06563,0.01875,0.00119557,0.00119557,0.00119557
35,451.213,0.53583,0.44405,1.16057,0.02311,0.94127,0.9909,0.97779,0.87074,0.45111,0.37309,1.08153,0.01845,0.0011885,0.0011885,0.0011885
36,465.527,0.53184,0.43887,1.17428,0.02301,0.94,0.97573,0.98035,0.8822,0.43743,0.36326,1.06481,0.01837,0.00118143,0.00118143,0.00118143
37,479.618,0.54046,0.43664,1.16393,0.02169,0.9465,0.97119,0.97252,0.88278,0.45261,0.36974,1.08164,0.01872,0.00117435,0.00117435,0.00117435
38,493.098,0.53045,0.4392,1.17554,0.01953,0.94681,0.97407,0.96603,0.86469,0.47595,0.38328,1.10322,0.01768,0.00116728,0.00116728,0.00116728
39,507.436,0.55372,0.45353,1.18411,0.02342,0.92754,0.96473,0.96437,0.86104,0.50252,0.39708,1.1398,0.02057,0.00116021,0.00116021,0.00116021
40,521.384,0.52756,0.42883,1.14367,0.0216,0.93462,0.98527,0.96601,0.88058,0.44225,0.37139,1.07851,0.01588,0.00115313,0.00115313,0.00115313
41,534.989,0.51948,0.43325,1.15563,0.01863,0.92107,0.97941,0.9526,0.86065,0.44882,0.38707,1.09605,0.01899,0.00114606,0.00114606,0.00114606
42,547.687,0.53768,0.44417,1.17684,0.01866,0.94305,0.98938,0.96001,0.84912,0.4472,0.40505,1.07513,0.01477,0.00113898,0.00113898,0.00113898
43,562.538,0.51485,0.43001,1.1448,0.02038,0.94118,0.99317,0.96415,0.85848,0.42418,0.38821,1.06744,0.01463,0.00113191,0.00113191,0.00113191
44,575.991,0.5075,0.42236,1.13957,0.01766,0.93877,0.96876,0.972,0.88435,0.44587,0.38026,1.07002,0.01366,0.00112484,0.00112484,0.00112484
45,588.251,0.49814,0.42378,1.14215,0.01778,0.93634,0.98151,0.9696,0.8861,0.42575,0.37347,1.06292,0.01363,0.00111776,0.00111776,0.00111776
46,601.954,0.49768,0.41211,1.13447,0.02115,0.9396,0.97636,0.95308,0.86712,0.43252,0.37056,1.07831,0.01359,0.00111069,0.00111069,0.00111069
47,617.847,0.50303,0.41371,1.12131,0.01795,0.93642,0.98013,0.95268,0.86248,0.45916,0.37707,1.07616,0.01564,0.00110362,0.00110362,0.00110362
48,631.708,0.50819,0.42854,1.14746,0.01716,0.94038,0.98376,0.95997,0.87557,0.43722,0.36276,1.09302,0.01382,0.00109654,0.00109654,0.00109654
49,646.134,0.50837,0.42281,1.15291,0.01756,0.94417,0.98293,0.96268,0.87725,0.43896,0.36662,1.07183,0.015,0.00108947,0.00108947,0.00108947
50,660.816,0.52293,0.42966,1.15826,0.02289,0.93152,0.98073,0.96509,0.88982,0.42595,0.36541,1.0586,0.01866,0.0010824,0.0010824,0.0010824
51,675.889,0.50763,0.41671,1.12212,0.01818,0.93322,0.98045,0.96129,0.87239,0.43988,0.37085,1.06576,0.01987,0.00107532,0.00107532,0.00107532
52,689.886,0.50269,0.41241,1.14338,0.01906,0.92959,0.99442,0.96019,0.86412,0.43202,0.36248,1.05836,0.02068,0.00106825,0.00106825,0.00106825
53,704.308,0.4816,0.39855,1.1126,0.01928,0.93805,0.99004,0.95903,0.87474,0.41538,0.35331,1.06491,0.01856,0.00106118,0.00106118,0.00106118
54,717.431,0.50491,0.41504,1.13262,0.01998,0.93864,0.98173,0.95742,0.87271,0.42043,0.34995,1.06229,0.01917,0.0010541,0.0010541,0.0010541
55,730.63,0.49795,0.39851,1.13137,0.0192,0.94133,0.96701,0.95753,0.86219,0.47554,0.3779,1.12235,0.01939,0.00104703,0.00104703,0.00104703
56,744.258,0.52662,0.42002,1.13988,0.01836,0.94599,0.97962,0.9669,0.87648,0.43645,0.34837,1.08231,0.02104,0.00103995,0.00103995,0.00103995
57,759.58,0.45802,0.37651,1.08568,0.01676,0.93938,0.97513,0.97282,0.89661,0.4078,0.33803,1.05127,0.01595,0.00103288,0.00103288,0.00103288
58,773.693,0.49706,0.40229,1.11241,0.01824,0.93898,0.98091,0.96211,0.8844,0.44513,0.35853,1.08099,0.01515,0.00102581,0.00102581,0.00102581
59,786.795,0.47138,0.39419,1.1018,0.01458,0.94281,0.98884,0.95626,0.87451,0.44306,0.35513,1.07902,0.0144,0.00101873,0.00101873,0.00101873
60,799.767,0.47573,0.3966,1.11144,0.01767,0.94469,0.98569,0.95798,0.87211,0.42321,0.34854,1.07776,0.01739,0.00101166,0.00101166,0.00101166
61,812.872,0.47096,0.38667,1.09348,0.01553,0.94308,0.98745,0.96118,0.86704,0.44227,0.36203,1.09749,0.01603,0.00100459,0.00100459,0.00100459
62,825.366,0.48475,0.40574,1.11682,0.01774,0.94379,0.98208,0.96297,0.88295,0.43048,0.35684,1.08349,0.01306,0.000997513,0.000997513,0.000997513
63,838.05,0.45281,0.37581,1.10282,0.01575,0.94302,0.9939,0.96944,0.87699,0.44,0.34011,1.07323,0.01625,0.00099044,0.00099044,0.00099044
64,851.677,0.47608,0.40007,1.10417,0.01768,0.94768,0.99074,0.97404,0.88212,0.45971,0.34802,1.09064,0.01799,0.000983366,0.000983366,0.000983366
65,866.232,0.46391,0.37855,1.10142,0.01486,0.93967,0.98884,0.97009,0.87576,0.44285,0.34521,1.07446,0.0195,0.000976293,0.000976293,0.000976293
66,879.449,0.47026,0.37979,1.09093,0.01718,0.94386,0.98618,0.96096,0.86532,0.44405,0.3535,1.06949,0.01955,0.000969219,0.000969219,0.000969219
67,892.31,0.45103,0.37401,1.07148,0.0172,0.94438,0.98336,0.96274,0.87238,0.42486,0.34061,1.0661,0.01795,0.000962146,0.000962146,0.000962146
68,904.495,0.47762,0.39143,1.10826,0.01558,0.94038,0.98446,0.96726,0.88168,0.41201,0.33611,1.05475,0.01527,0.000955072,0.000955072,0.000955072
69,916.929,0.45361,0.37299,1.07916,0.01669,0.93456,0.96995,0.9553,0.87529,0.42725,0.34202,1.0724,0.01513,0.000947999,0.000947999,0.000947999
70,930.868,0.46312,0.3841,1.08225,0.01593,0.94759,0.98245,0.96421,0.88383,0.44004,0.34587,1.06426,0.01693,0.000940925,0.000940925,0.000940925
71,945.148,0.43797,0.36219,1.07784,0.01463,0.94391,0.98562,0.96139,0.88256,0.4463,0.35062,1.10203,0.01614,0.000933851,0.000933851,0.000933851
72,960.543,0.46968,0.38118,1.10819,0.01875,0.94403,0.98105,0.96601,0.88024,0.44623,0.35759,1.0997,0.0174,0.000926778,0.000926778,0.000926778
73,976.458,0.45408,0.36747,1.07754,0.01533,0.94633,0.98101,0.96355,0.87824,0.44119,0.3403,1.11842,0.01626,0.000919704,0.000919704,0.000919704
74,992.787,0.46407,0.3727,1.09405,0.01657,0.94132,0.97513,0.96007,0.88295,0.42709,0.33701,1.0816,0.01613,0.000912631,0.000912631,0.000912631
75,1007.86,0.45456,0.38182,1.08574,0.0145,0.93959,0.9752,0.96315,0.8936,0.41997,0.32802,1.08436,0.01498,0.000905557,0.000905557,0.000905557
76,1020.1,0.4458,0.37483,1.07944,0.01395,0.94525,0.97279,0.96558,0.87913,0.41497,0.32737,1.06765,0.01519,0.000898484,0.000898484,0.000898484
77,1034.81,0.44884,0.37968,1.08632,0.01566,0.94192,0.97932,0.96261,0.86885,0.42047,0.3241,1.05312,0.01575,0.00089141,0.00089141,0.00089141
78,1051.11,0.4551,0.36585,1.08349,0.01478,0.94427,0.98211,0.96641,0.88089,0.41994,0.3223,1.05191,0.015,0.000884337,0.000884337,0.000884337
79,1066.27,0.44969,0.37045,1.07414,0.0149,0.94172,0.98148,0.95603,0.87435,0.3933,0.31669,1.04775,0.01361,0.000877263,0.000877263,0.000877263
80,1079.96,0.44553,0.37006,1.08823,0.01423,0.93263,0.97119,0.95017,0.87609,0.40157,0.32628,1.06347,0.01241,0.00087019,0.00087019,0.00087019
81,1094.34,0.42791,0.35658,1.07481,0.01473,0.92212,0.97914,0.95302,0.87146,0.40176,0.32467,1.06135,0.01355,0.000863116,0.000863116,0.000863116
82,1107.65,0.42035,0.36081,1.06732,0.01409,0.93719,0.97771,0.95851,0.87272,0.43337,0.34781,1.09203,0.01598,0.000856042,0.000856042,0.000856042
83,1123.09,0.4279,0.36214,1.07016,0.01219,0.94363,0.97868,0.96261,0.88437,0.43193,0.35305,1.09433,0.01533,0.000848969,0.000848969,0.000848969
84,1138.21,0.4539,0.37228,1.09296,0.01353,0.94687,0.97825,0.96336,0.88834,0.41052,0.33276,1.08177,0.0145,0.000841895,0.000841895,0.000841895
85,1151.62,0.4338,0.35877,1.06156,0.01274,0.94358,0.9775,0.96403,0.88586,0.426,0.34208,1.06505,0.01495,0.000834822,0.000834822,0.000834822
86,1167.19,0.45879,0.37721,1.07254,0.01496,0.94063,0.97605,0.9764,0.89313,0.42855,0.34038,1.08455,0.0152,0.000827748,0.000827748,0.000827748
87,1180.49,0.43904,0.36632,1.07593,0.01524,0.9241,0.9835,0.974,0.90168,0.42431,0.3288,1.06541,0.01427,0.000820675,0.000820675,0.000820675
88,1197.06,0.42641,0.35608,1.07429,0.01651,0.94766,0.98244,0.97243,0.89594,0.40363,0.33627,1.07861,0.01392,0.000813601,0.000813601,0.000813601
89,1212.41,0.41243,0.34543,1.0403,0.01366,0.93773,0.97398,0.96362,0.88847,0.4079,0.33041,1.06453,0.01701,0.000806528,0.000806528,0.000806528
90,1227.46,0.42731,0.35632,1.05113,0.0127,0.93365,0.97465,0.97349,0.90426,0.40991,0.3182,1.05324,0.01497,0.000799454,0.000799454,0.000799454
91,1245.35,0.42461,0.35654,1.07133,0.01297,0.93231,0.97427,0.97535,0.90774,0.39902,0.31847,1.0479,0.01417,0.00079238,0.00079238,0.00079238
92,1258.98,0.41703,0.34529,1.05655,0.0135,0.93177,0.97625,0.97075,0.90052,0.40324,0.32357,1.05129,0.01415,0.000785307,0.000785307,0.000785307
93,1274.39,0.43572,0.35622,1.08247,0.01314,0.93535,0.96561,0.96252,0.89127,0.40804,0.33154,1.06886,0.01284,0.000778233,0.000778233,0.000778233
94,1289.23,0.42175,0.36148,1.06143,0.01381,0.93676,0.9835,0.96512,0.88815,0.41,0.31998,1.0464,0.01524,0.00077116,0.00077116,0.00077116
95,1304.46,0.41068,0.34366,1.06403,0.01185,0.93834,0.98165,0.96227,0.88933,0.40569,0.32668,1.05447,0.0148,0.000764086,0.000764086,0.000764086
96,1316.1,0.41753,0.34563,1.06007,0.01195,0.94468,0.98615,0.95958,0.87622,0.41031,0.33086,1.07831,0.01494,0.000757013,0.000757013,0.000757013
97,1332.61,0.4154,0.33496,1.04447,0.01335,0.94704,0.98192,0.95945,0.87131,0.41141,0.32886,1.09895,0.01291,0.000749939,0.000749939,0.000749939
98,1350.99,0.40442,0.33558,1.04326,0.01154,0.93444,0.99224,0.95864,0.883,0.38476,0.32536,1.06484,0.01212,0.000742866,0.000742866,0.000742866
99,1366.66,0.42223,0.35052,1.05499,0.01618,0.93669,0.99088,0.95924,0.88907,0.38656,0.31767,1.05044,0.0138,0.000735792,0.000735792,0.000735792
100,1382.43,0.42504,0.34658,1.04782,0.01318,0.94875,0.99129,0.95921,0.88117,0.39517,0.32404,1.05404,0.01281,0.000728719,0.000728719,0.000728719
101,1397.97,0.41383,0.34568,1.05162,0.01158,0.93231,0.99163,0.95838,0.87263,0.40744,0.33669,1.06961,0.013,0.000721645,0.000721645,0.000721645
102,1413.85,0.42648,0.34924,1.04976,0.01185,0.93927,0.98923,0.95878,0.87939,0.40843,0.32373,1.08079,0.01326,0.000714571,0.000714571,0.000714571
103,1430.66,0.41602,0.34098,1.05672,0.01119,0.94743,0.9908,0.95981,0.88045,0.42337,0.32365,1.09306,0.01311,0.000707498,0.000707498,0.000707498
104,1447.23,0.41159,0.34104,1.04461,0.01312,0.93845,0.98461,0.95806,0.87681,0.41723,0.32972,1.08297,0.01536,0.000700424,0.000700424,0.000700424
105,1465.3,0.40287,0.33386,1.05396,0.01337,0.93444,0.98931,0.95941,0.87973,0.4054,0.32359,1.08014,0.01827,0.000693351,0.000693351,0.000693351
106,1480.1,0.41451,0.33668,1.05355,0.01495,0.94154,0.99032,0.96019,0.88548,0.40554,0.3295,1.06487,0.01734,0.000686277,0.000686277,0.000686277
107,1498.53,0.41153,0.34632,1.05486,0.01367,0.94205,0.99313,0.96499,0.89362,0.40908,0.32161,1.07362,0.01571,0.000679204,0.000679204,0.000679204
108,1515.14,0.40406,0.33921,1.0418,0.01052,0.95345,0.9876,0.96045,0.8837,0.40515,0.31429,1.07288,0.01413,0.00067213,0.00067213,0.00067213
109,1530.45,0.3991,0.33854,1.04895,0.01115,0.95877,0.9873,0.96056,0.88301,0.40589,0.31089,1.06887,0.0145,0.000665057,0.000665057,0.000665057
110,1544.33,0.40587,0.34346,1.04642,0.01023,0.9583,0.9883,0.96053,0.88045,0.40967,0.31983,1.0597,0.01436,0.000657983,0.000657983,0.000657983
111,1559.55,0.40102,0.33926,1.05136,0.0133,0.95735,0.98385,0.96043,0.8792,0.39848,0.31621,1.05158,0.01331,0.000650909,0.000650909,0.000650909
112,1572.98,0.41459,0.34378,1.05261,0.01245,0.95664,0.986,0.96052,0.87423,0.40781,0.3218,1.06069,0.01524,0.000643836,0.000643836,0.000643836
113,1586.86,0.38379,0.31514,1.03191,0.01072,0.96264,0.98333,0.96036,0.88687,0.40312,0.32206,1.05157,0.01578,0.000636762,0.000636762,0.000636762
114,1601.87,0.38745,0.32216,1.03692,0.01261,0.94152,0.99303,0.9623,0.88891,0.39686,0.31754,1.04861,0.01349,0.000629689,0.000629689,0.000629689
115,1616.89,0.41057,0.333,1.06446,0.01205,0.93977,0.99582,0.96389,0.88929,0.39394,0.30977,1.05839,0.01412,0.000622615,0.000622615,0.000622615
116,1631.64,0.40917,0.33766,1.05561,0.01375,0.94509,0.99435,0.96643,0.89764,0.40064,0.30663,1.06616,0.01407,0.000615542,0.000615542,0.000615542
117,1645.66,0.39033,0.32815,1.03593,0.00962,0.94105,0.99582,0.96799,0.89628,0.40261,0.31055,1.07338,0.01314,0.000608468,0.000608468,0.000608468
118,1658.41,0.39529,0.33057,1.04699,0.01166,0.94701,0.99303,0.96201,0.88245,0.39504,0.31659,1.0845,0.01302,0.000601395,0.000601395,0.000601395
119,1673.7,0.39416,0.32757,1.05393,0.01291,0.948,0.99303,0.96182,0.88266,0.3969,0.31455,1.07687,0.01397,0.000594321,0.000594321,0.000594321
120,1687.05,0.4185,0.35395,1.07927,0.01256,0.94997,0.99303,0.96094,0.8925,0.38939,0.3132,1.064,0.0129,0.000587248,0.000587248,0.000587248
121,1700.25,0.4026,0.33091,1.04768,0.01133,0.95307,0.99303,0.96035,0.88391,0.3875,0.30994,1.05739,0.01298,0.000580174,0.000580174,0.000580174
122,1714.84,0.40153,0.32504,1.0482,0.0114,0.95398,0.99067,0.96274,0.88719,0.40435,0.32086,1.07174,0.01382,0.0005731,0.0005731,0.0005731
123,1728.51,0.40314,0.33992,1.05093,0.01068,0.94566,0.99238,0.9634,0.88983,0.41009,0.31788,1.06898,0.01426,0.000566027,0.000566027,0.000566027
124,1743.1,0.38955,0.32397,1.03217,0.01101,0.95275,0.98211,0.97016,0.89723,0.39123,0.29993,1.05685,0.01406,0.000558953,0.000558953,0.000558953
125,1757.45,0.39151,0.32287,1.03111,0.01137,0.95302,0.98278,0.97002,0.89721,0.39349,0.29883,1.06252,0.01497,0.00055188,0.00055188,0.00055188
126,1770.77,0.39132,0.32358,1.04467,0.01069,0.94919,0.98268,0.96861,0.90036,0.40029,0.30614,1.06068,0.01409,0.000544806,0.000544806,0.000544806
127,1786.46,0.38668,0.32936,1.0352,0.01135,0.94806,0.98144,0.96862,0.90022,0.40082,0.30885,1.06494,0.01448,0.000537733,0.000537733,0.000537733
128,1797.22,0.37451,0.31911,1.03675,0.01003,0.94836,0.98111,0.96417,0.88416,0.39934,0.30768,1.06299,0.0144,0.000530659,0.000530659,0.000530659
129,1806.57,0.39448,0.33076,1.04501,0.01229,0.94496,0.95326,0.96478,0.88677,0.40319,0.30751,1.05487,0.0142,0.000523586,0.000523586,0.000523586
130,1818.84,0.37814,0.3155,1.02761,0.00982,0.94284,0.94679,0.96865,0.89515,0.4033,0.31219,1.05532,0.01459,0.000516512,0.000516512,0.000516512
131,1829.34,0.37429,0.31627,1.03824,0.01323,0.94297,0.94158,0.97125,0.89415,0.40247,0.31968,1.05229,0.01564,0.000509438,0.000509438,0.000509438
132,1840.94,0.39161,0.32046,1.03409,0.01071,0.94683,0.95409,0.96633,0.89008,0.40088,0.32049,1.06403,0.01421,0.000502365,0.000502365,0.000502365
133,1851.54,0.39023,0.32946,1.04276,0.01086,0.94919,0.95605,0.96402,0.89218,0.39691,0.31245,1.05939,0.01373,0.000495291,0.000495291,0.000495291
134,1862.57,0.38188,0.32884,1.03868,0.01241,0.95243,0.97284,0.96394,0.89303,0.38786,0.30279,1.06343,0.01452,0.000488218,0.000488218,0.000488218
135,1874.6,0.37299,0.3178,1.02051,0.01068,0.94491,0.98192,0.96394,0.89163,0.38664,0.30442,1.05948,0.01486,0.000481144,0.000481144,0.000481144
136,1885.27,0.3938,0.32482,1.05628,0.01136,0.94871,0.98442,0.96387,0.88696,0.40068,0.30586,1.06185,0.01445,0.000474071,0.000474071,0.000474071
137,1893.91,0.35708,0.31247,1.01923,0.01057,0.9502,0.99299,0.96476,0.88189,0.39534,0.30767,1.06626,0.01391,0.000466997,0.000466997,0.000466997
138,1904.3,0.36677,0.30797,1.00366,0.00968,0.95407,0.99072,0.96566,0.88478,0.40194,0.30423,1.05882,0.01604,0.000459924,0.000459924,0.000459924
139,1915.59,0.36967,0.30853,1.02806,0.01285,0.95352,0.98885,0.96567,0.88516,0.40414,0.30825,1.05713,0.01696,0.00045285,0.00045285,0.00045285
140,1927.37,0.37944,0.3254,1.04144,0.01218,0.95853,0.98178,0.96585,0.88847,0.39803,0.30353,1.06429,0.01654,0.000445777,0.000445777,0.000445777
141,1938.53,0.39118,0.32295,1.0377,0.0122,0.96155,0.99306,0.96615,0.89263,0.40339,0.31163,1.06982,0.01609,0.000438703,0.000438703,0.000438703
